Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Luis Campusano,SDP,87,299,277,63,42,13,0,8,37,40,20,0,41,1,1,0,11,0,0,0.227436823,0.066889632,0.137123745,0.487804878,0.280936454,0.36101083,0.641947284,0.133574007,0.240174672,28.13175535110406,-6.844688066266258,0.2817369394477793,82.97164715331901,1.297619047,0.185654008,0.459915611,0.354430379,0.083333333,0.095238095,0.036697247,0.0,0.40506329,0.40084388,0.19409283,0.18565401,0.54852321,0.26582278,22217.0,669134.0,"Campusano, Luis",2024.0,69.1,14.6,31.8,34.0,66.0,54.0,159.0,48.8,500.0,80.2,8.4,103.0,609.0,248.0,1025.0,85.4,53.0,363.0,51.2,525.0,42.4,435.0,20.5,50.9,63.9
Mason McCoy,SDP,17,57,49,10,8,2,0,0,7,3,5,0,19,0,0,3,2,1,0,0.204081632,0.087719298,0.333333333,0.263157894,0.277777777,0.244897959,0.522675736,0.040816327,0.333333333,3.4891187785603064,-3.1786313043497545,0.2408931774121743,55.4809956207523,2.5,0.25,0.535714285,0.214285714,0.0,0.0,0.2,0.2,0.27272727,0.33333333,0.39393939,0.21212121,0.63636364,0.15151515,22232.0,669200.0,"McCoy, Mason",2024.0,56.9,13.6,33.6,56.4,43.6,22.0,39.0,50.0,116.0,72.7,9.5,7.0,160.0,43.0,232.0,83.3,9.0,66.0,50.0,116.0,35.8,83.0,29.5,45.3,77.2
Jack Suwinski,PIT,83,277,247,45,28,8,0,9,29,26,27,2,79,1,1,1,3,9,1,0.182186234,0.097472924,0.285198555,0.341772151,0.264492753,0.323886639,0.588379392,0.141700405,0.225,21.11677013744742,-11.286155704062873,0.259556310020224,61.77898709630373,1.3,0.178571428,0.464285714,0.357142857,0.083333333,0.15,0.038461538,0.0,0.44117647,0.32352941,0.23529412,0.15882353,0.50588235,0.33529412,22244.0,669261.0,"Suwinski, Jack",2024.0,67.5,18.1,22.9,58.3,41.7,70.0,120.0,47.0,524.0,89.4,7.6,196.0,632.0,243.0,1114.0,81.7,72.0,398.0,53.0,590.0,45.0,501.0,27.4,46.5,59.8
Nolan Gorman,STL,105,402,365,74,40,15,0,19,42,50,34,1,151,1,2,0,2,6,1,0.202739726,0.084577114,0.37562189,0.225165562,0.271144278,0.4,0.671144278,0.197260274,0.279187817,40.656931053379935,-6.368253741880492,0.290496850846117,86.65867633861815,0.660377358,0.185185185,0.324074074,0.49074074,0.103773584,0.179245283,0.057142857,0.0,0.41666667,0.41666667,0.16666667,0.18055556,0.49537037,0.32407407,22263.0,669357.0,"Gorman, Nolan",2024.0,70.8,29.0,30.3,62.3,37.7,147.0,236.0,48.9,780.0,80.0,6.6,222.0,922.0,363.0,1596.0,70.7,167.0,576.0,51.1,814.0,45.2,721.0,38.7,51.0,63.1
Jake Burger,MIA,137,579,535,134,81,23,1,29,68,76,31,2,150,9,4,0,11,1,1,0.250467289,0.053540587,0.259067357,0.206666666,0.300518134,0.459813084,0.760331218,0.209345795,0.291666666,74.8316999047782,7.1013964310075846,0.3254176387547207,106.07292322454538,1.088607594,0.151670951,0.442159383,0.406169665,0.120253164,0.183544303,0.052325581,0.0,0.44730077,0.35475578,0.19794344,0.15681234,0.46529563,0.37789203,22275.0,669394.0,"Burger, Jake",2024.0,70.1,18.9,36.5,49.4,50.6,198.0,401.0,52.8,1099.0,78.2,6.0,313.0,1085.0,492.0,2081.0,81.1,130.0,689.0,47.2,983.0,43.0,896.0,30.1,52.4,65.9
Nick Allen,OAK,36,105,97,17,12,4,0,1,6,4,5,0,20,0,0,3,0,0,0,0.175257731,0.047619047,0.19047619,0.25,0.215686274,0.24742268,0.463108954,0.072164949,0.210526315,3.546079459854912,-8.7366180612952,0.2067997823743259,33.22807833845942,1.952380952,0.162162162,0.554054054,0.283783783,0.095238095,0.047619047,0.048780487,0.166666666,0.425,0.2875,0.2875,0.2,0.65,0.15,22277.0,669397.0,"Allen, Nick",2024.0,66.3,11.9,27.3,40.5,52.4,17.0,42.0,43.3,154.0,72.7,6.2,36.0,195.0,114.0,356.0,86.6,16.0,134.0,56.7,202.0,43.0,153.0,18.8,49.4,61.0
Cal Stevenson,PHI,16,27,24,6,3,3,0,0,2,6,3,0,4,0,0,0,1,0,0,0.25,0.111111111,0.148148148,0.75,0.333333333,0.375,0.708333333,0.125,0.3,3.239721586343581,0.0813136523335521,0.3139208422766791,100.36727653216523,1.0,0.263157894,0.368421052,0.368421052,0.0,0.0,0.0,1.0,0.4,0.3,0.3,0.15,0.65,0.2,22411.0,670276.0,"Stevenson, Cal",2024.0,51.9,14.8,22.0,18.2,81.8,2.0,11.0,49.0,50.0,64.3,13.7,21.0,61.0,12.0,102.0,81.5,4.0,27.0,51.0,52.0,41.2,42.0,15.8,37.3,59.3
Buddy Kennedy,2 Tms,12,26,21,4,2,1,0,1,3,6,4,0,7,0,1,0,0,1,0,0.19047619,0.153846153,0.269230769,0.571428571,0.307692307,0.38095238,0.688644687,0.19047619,0.214285714,2.847737081477901,-0.1936927809021268,0.3009231365644015,94.60205377620083,1.25,0.4,0.333333333,0.266666666,0.0,0.25,0.0,0.0,0.33333333,0.53333333,0.13333333,0.13333333,0.6,0.26666667,22505.0,671083.0,"Kennedy, Buddy",2024.0,58.5,10.5,20.9,42.9,57.1,6.0,14.0,50.8,67.0,70.0,7.6,13.0,76.0,35.0,132.0,89.5,4.0,38.0,49.2,65.0,45.5,60.0,19.2,39.4,57.7
Triston Casas,BOS,62,243,212,51,30,8,0,13,28,32,30,4,77,1,0,0,6,0,1,0.240566037,0.12345679,0.316872427,0.389610389,0.337448559,0.46226415,0.799712709,0.221698113,0.311475409,34.67496286014827,6.249291454058005,0.342131487245839,118.6573915813479,1.096153846,0.192592592,0.422222222,0.385185185,0.076923076,0.25,0.035087719,0.0,0.38518519,0.38518519,0.22962963,0.12592593,0.53333333,0.34074074,22514.0,671213.0,"Casas, Triston",2024.0,65.8,26.0,23.1,50.0,50.0,57.0,114.0,49.8,494.0,70.1,6.8,171.0,477.0,291.0,991.0,74.0,85.0,327.0,50.2,497.0,43.4,430.0,32.2,44.5,58.5
Heliot Ramos,SFG,121,518,475,128,80,23,3,22,54,72,37,2,135,2,4,0,12,6,1,0.269473684,0.071428571,0.26061776,0.274074074,0.322393822,0.469473684,0.791867506,0.2,0.329192546,72.5186920903445,11.924050986003946,0.3387795454540918,119.6554338813758,1.16535433,0.200581395,0.430232558,0.369186046,0.070866141,0.173228346,0.101351351,0.0,0.31395349,0.38953488,0.29651163,0.16569767,0.51744186,0.31686047,22515.0,671218.0,"Ramos, Heliot",2024.0,72.3,18.3,29.9,51.9,48.1,161.0,310.0,51.8,1037.0,83.1,7.1,185.0,1179.0,503.0,2011.0,81.7,128.0,698.0,48.2,966.0,40.1,803.0,28.7,50.3,61.2
Johnathan Rodriguez,CLE,12,40,31,4,3,1,0,0,6,5,9,0,14,0,0,0,1,0,0,0.129032258,0.225,0.35,0.642857142,0.325,0.161290322,0.486290322,0.032258064,0.235294117,2.823591654556237,-1.8555312106438056,0.2525438696146011,62.67850877163007,7.0,0.058823529,0.823529411,0.117647058,0.0,0.0,0.0,0.0,0.47058824,0.47058824,0.05882353,0.11764706,0.58823529,0.29411765,22530.0,671286.0,"Rodriguez, Johnathan",2024.0,65.8,28.8,28.1,63.0,37.0,17.0,27.0,54.9,96.0,40.0,5.7,42.0,67.0,52.0,175.0,71.2,15.0,52.0,45.1,79.0,45.7,80.0,40.5,45.1,67.5
Tyler Freeman,CLE,114,383,330,69,47,14,1,7,48,32,28,1,53,19,3,3,15,11,6,0.209090909,0.073107049,0.138381201,0.528301886,0.305263157,0.321212121,0.626475278,0.112121212,0.227106227,36.402393821731465,-8.40020761255895,0.2829287937574462,84.05188492446241,1.188679245,0.168458781,0.451612903,0.379928315,0.113207547,0.066037735,0.055555555,0.25,0.41342756,0.34982332,0.23674912,0.18021201,0.57243816,0.24734982,22532.0,671289.0,"Freeman, Tyler",2024.0,64.5,10.1,29.1,30.3,68.2,61.0,201.0,50.0,690.0,76.4,8.0,153.0,819.0,322.0,1381.0,89.5,45.0,446.0,50.0,691.0,46.1,637.0,16.4,46.9,62.3
Lawrence Butler,OAK,120,451,412,108,60,24,2,22,63,57,35,0,108,0,4,0,8,18,0,0.262135922,0.077605321,0.239467849,0.324074074,0.31707317,0.490291262,0.807364432,0.22815534,0.3006993,65.2400382918453,12.482927986714817,0.3445680385946963,130.1370832211039,1.163793103,0.185064935,0.438311688,0.376623376,0.051724137,0.189655172,0.059259259,0.0,0.32142857,0.39935065,0.27922078,0.12662338,0.50324675,0.37012987,22542.0,671732.0,"Butler, Lawrence",2024.0,69.1,19.6,27.3,44.7,55.3,113.0,253.0,51.1,928.0,74.4,6.9,351.0,1031.0,344.0,1815.0,80.3,120.0,613.0,48.9,887.0,45.6,828.0,26.9,47.7,57.2
Michael Siani,STL,112,334,298,68,57,7,2,2,42,20,21,0,92,3,1,11,2,20,3,0.228187919,0.062874251,0.275449101,0.228260869,0.284829721,0.285234899,0.57006462,0.05704698,0.321951219,24.724127907553846,-14.346548016866512,0.2568111233297885,63.985872693226376,2.24,0.173469387,0.571428571,0.25510204,0.06,0.04,0.053571428,0.272727272,0.36238532,0.31651376,0.32110092,0.16972477,0.64678899,0.18348624,22557.0,672279.0,"Siani, Michael",2024.0,64.8,23.3,29.2,46.7,50.9,79.0,169.0,44.9,578.0,77.1,8.5,139.0,740.0,310.0,1289.0,74.6,107.0,460.0,55.1,710.0,43.1,555.0,29.5,48.9,65.6
Jarred Kelenic,ATL,128,449,412,95,60,18,2,15,49,45,32,1,133,1,3,1,5,7,2,0.230582524,0.071269487,0.296213808,0.240601503,0.285714285,0.393203883,0.678918168,0.162621359,0.299625468,46.73445794902712,-5.788696212843359,0.2941608500960689,86.46407123085812,0.876106194,0.24822695,0.351063829,0.400709219,0.097345132,0.132743362,0.06060606,0.0,0.44876325,0.34628975,0.204947,0.14134276,0.4664311,0.39222615,22558.0,672284.0,"Kelenic, Jarred",2024.0,69.2,23.3,29.8,57.8,41.8,148.0,256.0,48.9,860.0,80.0,7.7,325.0,938.0,391.0,1758.0,76.7,145.0,621.0,51.1,898.0,42.5,747.0,33.4,49.9,65.8
Gabriel Arias,CLE,50,161,153,34,21,9,1,3,15,15,6,0,53,1,1,0,4,5,2,0.222222222,0.03726708,0.329192546,0.113207547,0.254658385,0.352941176,0.607599561,0.130718954,0.31632653,12.765489900409335,-6.067979632020836,0.2633519120838331,70.28110656271517,2.08,0.237623762,0.514851485,0.247524752,0.2,0.12,0.096153846,0.0,0.37623762,0.38613861,0.23762376,0.16831683,0.51485149,0.31683168,22563.0,672356.0,"Arias, Gabriel",2024.0,80.1,29.0,40.1,58.6,41.4,65.0,111.0,47.9,277.0,93.6,8.1,65.0,298.0,167.0,578.0,70.1,70.0,241.0,52.1,301.0,44.8,259.0,38.4,60.9,69.6
Alejandro Kirk,TOR,101,386,340,86,61,19,1,5,23,54,35,1,51,2,9,0,11,0,0,0.252941176,0.090673575,0.132124352,0.686274509,0.318652849,0.358823529,0.677476378,0.105882353,0.276450511,41.045094844482286,-4.108440804698124,0.2969548626379533,94.02280094293258,1.37755102,0.218120805,0.453020134,0.32885906,0.173469387,0.051020408,0.059259259,0.0,0.34228188,0.34228188,0.31543624,0.16107383,0.4966443,0.34228188,22581.0,672386.0,"Kirk, Alejandro",2024.0,65.7,9.8,28.3,28.7,71.3,62.0,216.0,51.1,764.0,76.2,7.0,134.0,957.0,324.0,1495.0,90.2,47.0,480.0,48.9,731.0,42.7,639.0,15.7,46.6,62.6
Gabriel Moreno,ARI,95,351,305,81,57,18,1,5,39,45,41,1,52,2,3,0,10,3,1,0.26557377,0.116809116,0.148148148,0.788461538,0.353276353,0.380327868,0.733604221,0.114754098,0.302788844,45.19071007987647,4.131406937746091,0.324803192785808,106.64663256333932,1.548780487,0.18359375,0.49609375,0.3203125,0.097560975,0.060975609,0.062992125,0.0,0.3046875,0.39453125,0.30078125,0.14453125,0.52734375,0.328125,22664.0,672515.0,"Moreno, Gabriel",2024.0,59.2,15.0,21.6,29.1,70.9,46.0,158.0,47.8,733.0,66.4,9.3,131.0,937.0,363.0,1532.0,85.0,71.0,473.0,52.2,799.0,44.4,680.0,18.5,41.2,56.3
Maikel Garcia,KCR,156,626,575,133,94,27,5,7,84,58,42,0,103,0,5,4,7,37,2,0.231304347,0.067092651,0.164536741,0.40776699,0.281350482,0.332173913,0.613524395,0.100869566,0.268085106,53.02579406843255,-20.202478771948112,0.270082251818617,69.30339253796373,1.606896551,0.200845665,0.492600422,0.306553911,0.096551724,0.048275862,0.034334763,0.375,0.32848233,0.38669439,0.28482328,0.12266112,0.57588358,0.3014553,22715.0,672580.0,"Garcia, Maikel",2024.0,63.6,10.9,21.2,31.4,67.8,75.0,239.0,47.7,1125.0,74.7,9.7,169.0,1451.0,588.0,2360.0,88.5,86.0,786.0,52.3,1235.0,41.1,970.0,15.7,43.4,65.7
Lenyn Sosa,CHW,98,369,351,89,68,13,0,8,28,35,12,1,77,3,1,2,5,3,1,0.253561253,0.032520325,0.208672086,0.155844155,0.283378746,0.358974358,0.642353104,0.105413105,0.303370786,34.138656620823745,-9.026251810646649,0.2797869694688932,80.08731737440891,1.09,0.24,0.396363636,0.363636363,0.12,0.08,0.055045871,0.0,0.34296029,0.36101083,0.29602888,0.19133574,0.53068592,0.27797834,22896.0,672820.0,"Sosa, Lenyn",2024.0,67.9,13.0,37.3,32.4,67.6,83.0,256.0,49.8,686.0,74.4,6.5,141.0,802.0,328.0,1377.0,86.8,61.0,470.0,50.2,692.0,44.0,606.0,19.8,52.7,63.3
Yainer Diaz,HOU,148,619,585,175,127,29,3,16,70,84,24,1,107,2,8,0,22,2,0,0.299145299,0.038772213,0.17285945,0.224299065,0.324717285,0.441025641,0.765742926,0.141880342,0.338297872,81.69596596564222,9.28653962667155,0.3288189165028939,116.63379043004196,1.9453125,0.224279835,0.512345679,0.263374485,0.0859375,0.125,0.068273092,0.0,0.40946502,0.37860082,0.21193416,0.11934156,0.5617284,0.31893004,23003.0,673237.0,"Diaz, Yainer",2024.0,77.7,13.6,42.6,40.2,59.8,196.0,488.0,53.8,1145.0,85.6,6.5,272.0,1075.0,582.0,2128.0,86.4,104.0,764.0,46.2,983.0,40.1,854.0,24.0,58.8,66.9
Jacob Amaya,2 Tms,23,72,68,12,11,1,0,0,4,3,4,0,28,0,0,0,3,1,0,0.176470588,0.055555555,0.388888888,0.142857142,0.222222222,0.19117647,0.413398692,0.014705882,0.3,1.4820250139625333,-6.940396143397543,0.1904137060046196,17.452568573113233,2.1,0.225,0.525,0.25,0.0,0.0,0.095238095,0.0,0.325,0.375,0.3,0.2,0.575,0.225,23296.0,676070.0,"Amaya, Jacob",2024.0,54.2,20.2,19.2,50.0,50.0,14.0,28.0,48.5,146.0,54.5,7.3,28.0,182.0,59.0,301.0,77.4,17.0,84.0,51.5,155.0,46.8,141.0,27.7,37.2,70.8
Ryan Noda,OAK,35,111,95,13,8,4,0,1,8,4,14,0,37,1,0,1,0,0,0,0.136842105,0.126126126,0.333333333,0.378378378,0.254545454,0.210526315,0.465071769,0.07368421,0.210526315,5.162816837492012,-7.821749113438106,0.2226282136006789,44.36212010600295,1.19047619,0.192982456,0.438596491,0.368421052,0.285714285,0.047619047,0.04,0.0,0.54237288,0.25423729,0.20338983,0.20338983,0.52542373,0.27118644,23312.0,676116.0,"Noda, Ryan",2024.0,62.5,26.5,20.0,58.3,39.6,28.0,48.0,48.1,240.0,85.7,8.4,50.0,319.0,114.0,499.0,73.5,43.0,162.0,51.9,259.0,44.9,224.0,33.8,42.1,55.9
Nelson Velazquez,KCR,64,230,205,41,24,8,1,8,31,27,19,0,61,3,3,0,6,2,0,0.2,0.082608695,0.265217391,0.311475409,0.273913043,0.365853658,0.639766701,0.165853658,0.237410071,21.34844157886536,-5.556514896034883,0.2801629683245783,76.39437439327672,0.774647887,0.142857142,0.374149659,0.482993197,0.126760563,0.112676056,0.054545454,0.0,0.43537415,0.29251701,0.27210884,0.17687075,0.51020408,0.31292517,23359.0,676369.0,"Velázquez, Nelson",2024.0,70.6,23.3,25.6,64.5,35.5,80.0,124.0,53.6,484.0,93.3,6.6,105.0,439.0,268.0,903.0,76.7,69.0,296.0,46.4,419.0,40.9,369.0,35.5,46.5,61.7
Eric Wagaman,LAA,18,74,72,18,11,5,0,2,6,10,2,0,17,0,0,0,1,0,0,0.25,0.027027027,0.229729729,0.117647058,0.27027027,0.402777777,0.673048047,0.152777777,0.301886792,7.445289405446225,-1.211087895173854,0.2898450292445518,85.9016409154436,1.15,0.218181818,0.418181818,0.363636363,0.1,0.1,0.04347826,0.0,0.29090909,0.4,0.30909091,0.14545455,0.45454545,0.4,23395.0,676572.0,"Wagaman, Eric",2024.0,73.0,10.0,29.5,48.7,51.3,19.0,39.0,49.1,132.0,83.3,8.9,29.0,135.0,85.0,269.0,90.0,10.0,100.0,50.9,137.0,41.3,111.0,20.9,51.7,64.9
Jose Caballero,TBR,136,483,441,100,66,24,1,9,53,44,27,1,133,9,3,3,6,44,16,0.226757369,0.055900621,0.275362318,0.203007518,0.283333333,0.346938775,0.630272108,0.120181406,0.301324503,43.64445423804332,-12.855954359247194,0.2771088707422164,82.76486924839071,1.081081081,0.232558139,0.398671096,0.368770764,0.126126126,0.081081081,0.1,0.272727272,0.53846154,0.31730769,0.14423077,0.20833333,0.52564103,0.26602564,23401.0,676609.0,"Caballero, José",2024.0,66.7,17.9,35.0,47.9,50.4,167.0,349.0,52.7,998.0,74.6,7.5,196.0,1020.0,531.0,1894.0,81.3,107.0,598.0,47.3,896.0,40.8,773.0,28.9,50.0,66.4
Davis Schneider,TOR,129,454,397,76,43,19,1,13,48,46,47,0,144,5,5,0,2,6,0,0.191435768,0.103524229,0.317180616,0.326388888,0.281938325,0.342569269,0.624507594,0.151133501,0.257142857,41.157237472763406,-11.950807047257085,0.2774735540808035,80.31925066306782,0.6015625,0.205426356,0.298449612,0.496124031,0.109375,0.1015625,0.025974025,0.0,0.46899225,0.27131783,0.25968992,0.14341085,0.51937984,0.3372093,23565.0,676914.0,"Schneider, Davis",2024.0,64.0,22.5,22.9,51.5,48.5,121.0,235.0,52.2,1026.0,80.5,7.8,211.0,1202.0,399.0,1974.0,77.5,135.0,600.0,47.8,938.0,40.8,801.0,30.6,42.5,57.9
Jose Tena,2 Tms,44,168,161,43,35,5,0,3,14,15,7,0,41,0,0,0,1,6,1,0.267080745,0.041666666,0.244047619,0.170731707,0.297619047,0.354037267,0.651656314,0.086956522,0.341880341,16.42866701813004,-3.2236490157101425,0.2863384158838363,82.99309029541978,1.628571428,0.213675213,0.487179487,0.299145299,0.057142857,0.085714285,0.035087719,0.333333333,0.275,0.35833333,0.36666667,0.15,0.5,0.35,23691.0,677588.0,"Tena, José",2024.0,67.3,16.2,32.9,40.0,60.0,44.0,110.0,49.6,334.0,75.0,8.3,66.0,387.0,176.0,673.0,83.3,37.0,228.0,50.4,339.0,41.9,282.0,24.0,50.2,63.7
Julio Rodriguez,SEA,142,613,567,155,118,17,0,20,76,68,38,1,156,6,2,0,10,24,5,0.273368606,0.061990212,0.254486133,0.243589743,0.324632952,0.409171075,0.733804027,0.135802469,0.34351145,76.82602889591074,5.118470986720089,0.3205533640252219,115.65391237264376,1.262068965,0.205811138,0.443099273,0.351089588,0.08275862,0.137931034,0.109289617,0.0,0.3559322,0.36561743,0.27845036,0.14285714,0.49152542,0.36561743,23697.0,677594.0,"Rodríguez, Julio",2024.0,74.7,21.2,37.3,47.0,53.0,228.0,485.0,54.5,1300.0,81.8,6.7,298.0,1266.0,608.0,2385.0,78.8,172.0,810.0,45.5,1085.0,40.8,974.0,30.9,54.3,61.8
Ezequiel Duran,TEX,89,285,268,66,52,11,0,3,26,20,14,0,63,2,1,0,6,1,2,0.246268656,0.049122807,0.221052631,0.222222222,0.287719298,0.320895522,0.60861482,0.074626866,0.310344827,24.06988208451083,-9.268868330039476,0.2697716206835027,73.5709373189841,1.246753246,0.15609756,0.468292682,0.375609756,0.129870129,0.038961038,0.104166666,1.0,0.31553398,0.40776699,0.27669903,0.18446602,0.55339806,0.26213592,23733.0,677649.0,"Duran, Ezequiel",2024.0,74.0,14.1,39.3,44.1,54.5,89.0,202.0,50.8,514.0,77.3,6.5,103.0,567.0,269.0,1011.0,84.5,52.0,368.0,49.2,497.0,42.5,430.0,24.7,56.4,67.4
Wilyer Abreu,BOS,132,447,399,101,51,33,2,15,59,58,40,0,125,3,5,0,7,8,3,0.253132832,0.089485458,0.279642058,0.32,0.322147651,0.458646616,0.780794267,0.205513784,0.325757575,61.43540579648356,9.146207777873082,0.3356012447301706,114.06388563739888,0.712121212,0.189964157,0.336917562,0.473118279,0.121212121,0.113636363,0.085106382,0.0,0.4516129,0.30824373,0.24014337,0.16129032,0.49462366,0.34408602,23772.0,677800.0,"Abreu, Wilyer",2024.0,68.4,23.1,28.2,45.0,55.0,116.0,258.0,50.6,914.0,76.0,6.7,279.0,1073.0,364.0,1806.0,76.4,141.0,610.0,49.4,892.0,43.6,788.0,29.6,48.1,61.1
Leo Jimenez,TOR,61,210,179,41,26,11,0,4,18,19,12,0,59,16,3,0,6,0,0,0.229050279,0.057142857,0.28095238,0.20338983,0.328571428,0.357541899,0.686113327,0.12849162,0.310924369,24.224834321286583,-0.340560721013641,0.3081641492389497,101.90764205037424,1.111111111,0.214876033,0.41322314,0.371900826,0.044444444,0.088888888,0.1,0.5,0.37398374,0.34146341,0.28455285,0.16260163,0.51219512,0.32520325,23782.0,677870.0,"Jimenez, Leo",2024.0,64.3,19.6,27.9,44.4,55.6,52.0,117.0,49.5,419.0,70.3,8.7,92.0,485.0,199.0,847.0,80.0,54.0,275.0,50.5,428.0,41.2,349.0,27.0,46.3,65.2
Jordyn Adams,LAA,10,38,35,8,7,0,0,1,4,4,3,0,12,0,0,0,1,2,0,0.228571428,0.078947368,0.315789473,0.25,0.289473684,0.314285714,0.603759398,0.085714286,0.318181818,3.239625945396204,-1.2055407765438375,0.270762584711376,72.47865973550982,1.285714285,0.272727272,0.409090909,0.318181818,0.0,0.142857142,0.111111111,0.0,0.39130435,0.26086957,0.34782609,0.17391304,0.56521739,0.26086957,23788.0,677941.0,"Adams, Jordyn",2024.0,72.2,24.6,31.6,48.0,48.0,12.0,25.0,50.0,79.0,88.9,5.7,15.0,71.0,59.0,158.0,75.4,14.0,57.0,50.0,79.0,44.3,70.0,31.7,51.9,68.4
Blaze Alexander,ARI,55,185,166,41,31,7,0,3,19,21,15,0,49,3,0,1,1,3,1,0.246987951,0.081081081,0.264864864,0.306122448,0.320652173,0.343373493,0.664025666,0.096385542,0.333333333,19.769652064950417,-1.8712911865997803,0.2976115498205889,88.3447929653324,1.578947368,0.155172413,0.517241379,0.327586206,0.105263157,0.078947368,0.066666666,0.5,0.27118644,0.33898305,0.38983051,0.16101695,0.52542373,0.31355932,23789.0,677942.0,"Alexander, Blaze",2024.0,75.2,18.8,29.2,56.1,43.9,60.0,107.0,51.4,367.0,86.8,7.4,63.0,402.0,189.0,714.0,81.2,49.0,261.0,48.6,347.0,44.8,320.0,29.6,51.5,58.4
Alek Thomas,ARI,33,103,95,18,9,5,1,3,13,17,7,0,17,0,0,1,7,4,1,0.189473684,0.067961165,0.165048543,0.411764705,0.245098039,0.357894736,0.602992775,0.168421052,0.2,8.092284568637067,-3.9564568092530426,0.2624537594178143,64.68119009312016,2.555555555,0.157894736,0.605263157,0.236842105,0.0,0.166666666,0.04347826,0.0,0.43037975,0.36708861,0.20253165,0.10126582,0.48101266,0.41772152,23792.0,677950.0,"Thomas, Alek",2024.0,66.0,16.9,30.3,45.3,52.8,24.0,53.0,47.0,175.0,66.7,8.9,60.0,193.0,107.0,372.0,83.1,22.0,130.0,53.0,197.0,43.5,162.0,25.1,49.2,65.0
Parker Meadows,DET,78,298,270,66,39,12,6,9,39,28,25,0,76,1,1,1,0,9,4,0.244444444,0.083892617,0.255033557,0.328947368,0.309764309,0.433333333,0.743097642,0.188888889,0.306451612,37.48511907978271,2.625653734042392,0.3211261931091848,110.86816094720524,0.677419354,0.195876288,0.324742268,0.479381443,0.17204301,0.096774193,0.047619047,0.0,0.3877551,0.38265306,0.22959184,0.20408163,0.51020408,0.28571429,23800.0,678009.0,"Meadows, Parker",2024.0,65.9,16.4,25.8,53.1,46.9,85.0,160.0,51.1,619.0,74.2,7.7,224.0,618.0,289.0,1214.0,83.1,64.0,391.0,48.9,593.0,41.9,508.0,27.0,45.5,59.7
Ji Hwan Bae,PIT,26,81,74,14,12,2,0,0,11,6,6,0,24,0,1,0,0,6,2,0.189189189,0.074074074,0.296296296,0.25,0.24691358,0.216216216,0.463129796,0.027027027,0.274509803,3.1165862644405142,-6.358637537589573,0.2126445078555448,30.20412861608635,2.076923076,0.14893617,0.574468085,0.276595744,0.0,0.0,0.074074074,0.25,0.33333333,0.41176471,0.25490196,0.1372549,0.52941176,0.33333333,23818.0,678225.0,"Bae, Ji Hwan",2024.0,67.9,23.6,27.2,53.7,46.3,22.0,41.0,48.2,151.0,82.1,8.9,60.0,190.0,52.0,313.0,75.5,26.0,110.0,51.8,162.0,41.2,129.0,31.8,48.2,67.9
Curtis Mead,TBR,38,132,122,29,25,3,0,1,10,7,6,0,30,2,1,0,2,2,0,0.237704918,0.045454545,0.227272727,0.2,0.282442748,0.286885245,0.569327993,0.049180327,0.304347826,9.59978897333228,-5.841316481827861,0.2551976000989666,67.35203401329048,0.891891891,0.247311827,0.354838709,0.397849462,0.162162162,0.027027027,0.03030303,0.0,0.38709677,0.27956989,0.33333333,0.17204301,0.52688172,0.30107527,23986.0,678554.0,"Mead, Curtis",2024.0,71.4,17.8,36.7,32.6,67.4,31.0,95.0,54.9,259.0,78.1,6.8,48.0,248.0,124.0,471.0,82.2,27.0,152.0,45.1,213.0,46.0,217.0,23.5,52.4,62.1
Ezequiel Tovar,COL,157,695,655,176,101,45,4,26,83,78,23,1,200,4,7,5,16,6,5,0.26870229,0.033093525,0.287769784,0.115,0.294629898,0.46870229,0.763332188,0.2,0.344036697,89.26019085949174,7.960431076640996,0.3244099165637826,94.9116291349422,0.71563981,0.213043478,0.328260869,0.458695652,0.104265402,0.123222748,0.099337748,0.142857142,0.3875803,0.35331906,0.25910064,0.13062099,0.50749465,0.36188437,24064.0,678662.0,"Tovar, Ezequiel",2024.0,82.0,21.9,44.1,53.5,45.6,310.0,579.0,51.9,1312.0,89.1,6.9,234.0,1422.0,640.0,2528.0,77.7,218.0,997.0,48.1,1216.0,40.9,1035.0,33.5,62.3,68.2
