Name_FG,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,key_FG,key_MLB,Name_SC,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,f_strike_percent
Elehuris Montero,COL,65,247,224,46,32,10,0,4,23,28,20,0,56,0,3,0,7,0,0,0.205357142,0.080971659,0.226720647,0.357142857,0.267206477,0.303571428,0.570777905,0.098214286,0.251497005,17.72697934341672,-11.166604349193545,0.2540091618835202,47.52709553449462,0.790123456,0.152046783,0.374269005,0.47368421,0.086419753,0.049382716,0.078125,0.0,0.41520468,0.33918129,0.24561404,0.1754386,0.49707602,0.32748538,20543.0,660707.0,"Montero, Elehuris",2024.0,72.3,14.1,39.3,54.2,45.8,109.0,201.0,55.4,511.0,75.8,7.2,132.0,431.0,258.0,923.0,85.9,42.0,298.0,44.6,412.0,39.4,364.0,30.3,54.1,65.6
Kody Clemens,PHI,42,120,114,25,10,9,1,5,17,18,5,0,29,1,0,0,2,0,0,0.219298245,0.041666666,0.241666666,0.172413793,0.258333333,0.447368421,0.705701754,0.228070176,0.25,13.143526770875436,-0.8938418247246929,0.3009244292974472,91.61979974307964,0.75609756,0.152941176,0.364705882,0.482352941,0.097560975,0.121951219,0.0,0.0,0.43529412,0.35294118,0.21176471,0.2,0.47058824,0.32941176,20572.0,665019.0,"Clemens, Kody",2024.0,63.5,20.6,33.5,36.0,64.0,27.0,75.0,47.9,224.0,66.7,7.7,42.0,250.0,109.0,468.0,79.4,32.0,155.0,52.1,244.0,42.3,198.0,25.7,49.1,58.3
Ivan Herrera,STL,71,259,229,69,51,12,1,5,37,27,25,0,53,2,2,0,3,5,0,0.301310043,0.096525096,0.204633204,0.471698113,0.372093023,0.427947598,0.800040621,0.126637555,0.369942196,38.781934706806666,8.484614154636388,0.3508806801581567,127.30113254459152,1.452830188,0.269662921,0.432584269,0.297752808,0.037735849,0.094339622,0.077922077,0.0,0.35955056,0.36516854,0.2752809,0.16853933,0.47191011,0.35955056,20599.0,671056.0,"Herrera, Iván",2024.0,60.0,15.8,26.6,45.9,54.1,62.0,135.0,49.0,508.0,71.6,8.5,111.0,618.0,235.0,1036.0,84.2,50.0,317.0,51.0,528.0,41.1,426.0,24.8,43.6,63.7
Trey Cabbage,HOU,38,91,86,18,9,8,0,1,12,8,4,0,34,1,0,0,1,1,1,0.209302325,0.043956043,0.373626373,0.117647058,0.252747252,0.337209302,0.589956554,0.127906977,0.333333333,6.838817568597224,-3.8061869497328735,0.2582119952191363,66.96744008812311,1.388888888,0.156862745,0.490196078,0.352941176,0.055555555,0.055555555,0.04,1.0,0.38461538,0.42307692,0.19230769,0.09615385,0.48076923,0.42307692,21078.0,663550.0,"Cabbage, Trey",2024.0,72.5,23.4,36.1,69.7,30.3,46.0,66.0,54.5,183.0,83.3,7.1,86.0,156.0,68.0,336.0,76.6,26.0,111.0,45.5,153.0,44.0,148.0,40.7,52.7,61.5
Sean Bouchard,COL,31,108,91,17,9,7,0,1,14,8,12,0,33,2,2,1,0,4,0,0.186813186,0.111111111,0.305555555,0.363636363,0.289719626,0.296703296,0.586422922,0.10989011,0.27118644,8.804811581590915,-3.8288201544492,0.2661316188696389,55.68634003389721,1.318181818,0.15,0.483333333,0.366666666,0.045454545,0.045454545,0.103448275,0.0,0.50819672,0.26229508,0.2295082,0.09836066,0.55737705,0.3442623,21270.0,656248.0,"Bouchard, Sean",2024.0,65.7,23.9,22.2,61.2,38.8,30.0,49.0,51.3,221.0,76.7,10.0,45.0,243.0,117.0,431.0,75.4,33.0,138.0,48.7,210.0,42.0,181.0,33.7,43.4,67.6
Lars Nootbaar,STL,106,405,348,85,52,18,3,12,39,45,52,2,79,1,3,1,10,7,3,0.244252873,0.128395061,0.195061728,0.658227848,0.341584158,0.416666666,0.758250824,0.172413793,0.28076923,54.0891177135105,6.7129987033600695,0.3307730666737058,113.76733037008296,1.707317073,0.180811808,0.516605166,0.302583025,0.036585365,0.146341463,0.05,0.5,0.37728938,0.4029304,0.21978022,0.16117216,0.45054945,0.38827839,21454.0,663457.0,"Nootbaar, Lars",2024.0,56.5,13.3,16.9,38.7,61.3,53.0,137.0,48.8,809.0,66.7,7.8,259.0,933.0,358.0,1659.0,86.7,64.0,480.0,51.2,850.0,42.4,703.0,19.0,37.2,56.4
Nico Hoerner,CHC,149,641,582,159,116,35,1,7,86,48,44,1,66,12,3,0,8,31,6,0.273195876,0.068642745,0.102964118,0.666666666,0.335413416,0.372852233,0.708265649,0.099656357,0.296875,76.4997140464478,1.5167701316171294,0.3131190129555762,102.9626775593338,1.402439024,0.240847784,0.443159922,0.315992292,0.12804878,0.042682926,0.1,0.0,0.34104046,0.36801541,0.29094412,0.20038536,0.59537572,0.20423892,21479.0,663538.0,"Hoerner, Nico",2024.0,63.7,6.9,31.8,22.5,77.5,80.0,356.0,48.3,1118.0,71.3,7.4,207.0,1372.0,551.0,2314.0,92.7,53.0,763.0,51.7,1197.0,43.6,1009.0,11.9,48.4,64.9
Luken Baker,STL,21,49,40,7,3,1,1,2,3,10,7,0,11,0,2,0,1,1,0,0.175,0.142857142,0.224489795,0.636363636,0.285714285,0.4,0.685714285,0.225,0.172413793,5.099184350843729,-0.632741159026323,0.2941351739727721,89.10751719589678,0.733333333,0.161290322,0.354838709,0.483870967,0.066666666,0.133333333,0.09090909,0.0,0.4516129,0.25806452,0.29032258,0.16129032,0.41935484,0.41935484,21497.0,663609.0,"Baker, Luken",2024.0,66.7,21.9,25.7,59.3,40.7,16.0,27.0,52.2,105.0,53.8,6.5,19.0,110.0,59.0,201.0,78.1,14.0,64.0,47.8,96.0,46.8,94.0,33.0,45.3,59.2
Trevor Larnach,MIN,112,400,355,92,60,17,0,15,59,52,40,1,89,3,2,0,12,4,1,0.259154929,0.1,0.2225,0.449438202,0.3375,0.433802816,0.771302816,0.174647887,0.304347826,55.05980788326714,8.26857923126671,0.3358623249488964,120.71902767631956,1.18,0.186567164,0.440298507,0.373134328,0.04,0.15,0.050847457,0.0,0.4141791,0.35447761,0.23134328,0.09328358,0.52238806,0.38432836,21501.0,663616.0,"Larnach, Trevor",2024.0,63.5,15.3,25.6,57.8,42.2,119.0,206.0,51.1,806.0,76.9,6.6,363.0,748.0,386.0,1576.0,84.7,75.0,489.0,48.9,770.0,43.4,684.0,27.9,44.1,55.4
Jonathan India,CIN,151,637,533,132,87,28,2,15,84,58,80,0,125,15,7,2,16,13,2,0.247654784,0.125588697,0.196232339,0.64,0.357480314,0.392120075,0.749600389,0.144465291,0.2925,86.40549932319597,11.890467694885285,0.3333710933294821,107.57364794843971,1.166666666,0.216867469,0.421686746,0.361445783,0.106666666,0.1,0.051428571,0.0,0.41966427,0.3764988,0.20383693,0.17266187,0.52997602,0.29736211,21523.0,663697.0,"India, Jonathan",2024.0,57.6,12.2,18.4,41.7,57.9,100.0,240.0,49.1,1302.0,63.9,8.1,227.0,1620.0,623.0,2652.0,87.6,95.0,777.0,50.9,1350.0,42.8,1136.0,19.2,38.3,59.8
Joey Bart,PIT,77,282,253,67,43,11,0,13,38,45,22,0,73,6,1,0,8,0,0,0.264822134,0.078014184,0.258865248,0.301369863,0.336879432,0.462450592,0.799330024,0.197628458,0.321428571,41.33337128955385,8.345555089893553,0.3469483698090763,120.5998337233666,1.387096774,0.182320441,0.475138121,0.342541436,0.064516129,0.209677419,0.093023255,0.0,0.47513812,0.3480663,0.17679558,0.17679558,0.49171271,0.33149171,21524.0,663698.0,"Bart, Joey",2024.0,59.6,15.5,26.4,52.1,47.9,75.0,144.0,48.3,546.0,71.9,8.5,104.0,660.0,286.0,1127.0,83.9,54.0,348.0,51.7,584.0,44.1,498.0,26.2,43.7,64.2
Nick Fortes,MIA,102,335,308,70,50,16,0,4,28,29,11,0,41,4,5,7,6,0,1,0.227272727,0.03283582,0.122388059,0.268292682,0.259146341,0.318181818,0.577328159,0.090909091,0.246268656,23.632729953776863,-15.554924042273491,0.2524887932146468,56.98681118455151,1.074766355,0.165413533,0.432330827,0.402255639,0.252336448,0.037383177,0.034782608,0.23076923,0.4516129,0.31541219,0.23297491,0.24014337,0.54480287,0.21505376,21538.0,663743.0,"Fortes, Nick",2024.0,65.6,8.8,31.5,23.1,74.0,40.0,173.0,47.7,550.0,76.6,9.3,102.0,688.0,280.0,1154.0,88.4,35.0,396.0,52.3,604.0,40.4,466.0,13.2,49.3,71.3
Matt Vierling,DET,144,567,518,133,84,28,5,16,80,57,41,1,121,3,5,0,9,6,1,0.256756756,0.072310405,0.21340388,0.338842975,0.312169312,0.422779922,0.734949234,0.166023166,0.303108808,69.6290746544762,3.302508040265589,0.3174157493316664,108.25815902065736,1.112582781,0.200501253,0.421052631,0.378446115,0.099337748,0.105960264,0.077380952,0.0,0.38557214,0.35820896,0.25621891,0.17164179,0.54975124,0.27860697,21558.0,663837.0,"Vierling, Matt",2024.0,62.1,12.8,22.0,39.5,60.5,96.0,243.0,48.1,1106.0,72.8,8.5,218.0,1416.0,477.0,2312.0,87.0,95.0,741.0,51.9,1193.0,42.1,967.0,19.5,42.8,57.8
Romy Gonzalez,BOS,88,216,199,53,36,10,1,6,25,29,12,0,58,1,4,0,5,11,3,0.266331658,0.055555555,0.268518518,0.206896551,0.305555555,0.417085427,0.722640982,0.150753769,0.338129496,25.39982914433465,0.1325656722544188,0.3109415844082832,96.71777697565048,2.078947368,0.176056338,0.556338028,0.267605633,0.105263157,0.157894736,0.075949367,0.0,0.31724138,0.4137931,0.26896552,0.15172414,0.42068966,0.42758621,21562.0,663853.0,"Gonzalez, Romy",2024.0,75.9,17.2,36.7,51.2,48.8,82.0,160.0,52.8,436.0,93.4,7.4,113.0,422.0,220.0,826.0,82.8,51.0,296.0,47.2,390.0,41.2,340.0,29.2,55.2,69.9
Cesar Salazar,HOU,12,32,25,8,6,2,0,0,5,8,2,0,6,2,2,1,0,0,0,0.32,0.0625,0.1875,0.333333333,0.387096774,0.4,0.787096774,0.08,0.38095238,4.575992424544601,0.8326941323845665,0.3425097427060527,126.26419717081608,0.857142857,0.38095238,0.285714285,0.333333333,0.0,0.0,0.166666666,0.0,0.5,0.22727273,0.27272727,0.09090909,0.81818182,0.09090909,21587.0,663967.0,"Salazar, César",2024.0,71.4,20.0,30.9,29.4,70.6,5.0,17.0,49.5,55.0,100.0,5.4,13.0,62.0,29.0,111.0,80.0,8.0,40.0,50.5,56.0,38.7,43.0,22.8,51.4,68.8
Kyle Isbel,KCR,134,426,384,88,59,13,8,8,62,42,27,0,88,5,2,8,4,11,2,0.229166666,0.063380281,0.206572769,0.306818181,0.287081339,0.3671875,0.654268839,0.138020834,0.275862068,41.62798717023461,-8.20467134414585,0.2862496987769478,80.67590489464632,1.5,0.169491525,0.498305084,0.332203389,0.112244897,0.081632653,0.074829931,0.09090909,0.40196078,0.32679739,0.27124183,0.17973856,0.55228758,0.26797386,21614.0,664728.0,"Isbel, Kyle",2024.0,60.9,9.4,30.9,39.3,59.9,95.0,242.0,49.5,783.0,75.9,8.4,280.0,839.0,403.0,1582.0,89.7,46.0,487.0,50.5,800.0,42.4,671.0,19.3,46.1,59.4
Alec Bohm,PHI,143,606,554,155,94,44,2,15,62,97,40,2,86,6,6,0,18,5,2,0.279783393,0.0660066,0.141914191,0.465116279,0.331683168,0.447653429,0.779336597,0.167870036,0.305010893,83.13111350644228,12.242402098661634,0.3352790382129467,114.74280641935762,1.397435897,0.210970464,0.459915611,0.329113924,0.07051282,0.096153846,0.050458715,0.0,0.36075949,0.37130802,0.26793249,0.1371308,0.4978903,0.3649789,21618.0,664761.0,"Bohm, Alec",2024.0,71.1,10.5,27.2,37.2,62.8,105.0,282.0,48.8,1036.0,89.0,6.9,197.0,1271.0,473.0,2122.0,89.5,81.0,772.0,51.2,1086.0,43.5,924.0,17.6,49.7,60.9
Jake McCarthy,ARI,133,495,442,126,98,13,7,8,66,56,31,1,78,14,3,5,4,25,6,0.285067873,0.062626262,0.157575757,0.397435897,0.348979591,0.400452488,0.749432079,0.115384615,0.328690807,65.49809319964736,7.59394774279683,0.3292398854998723,109.63283087810512,1.735294117,0.205128205,0.504273504,0.29059829,0.049019607,0.078431372,0.056497175,0.476190476,0.36827957,0.38978495,0.24193548,0.15591398,0.64516129,0.19892473,21622.0,664983.0,"McCarthy, Jake",2024.0,67.0,7.9,31.1,39.1,58.4,107.0,274.0,49.3,881.0,80.0,8.4,305.0,962.0,393.0,1786.0,91.1,48.0,607.0,50.7,906.0,42.6,762.0,17.6,49.3,65.3
Griffin Conine,MIA,30,89,82,22,14,4,1,3,14,12,6,0,28,1,0,0,1,0,0,0.268292682,0.06741573,0.314606741,0.214285714,0.325842696,0.451219512,0.777062208,0.18292683,0.372549019,12.30208106818854,1.891032693118443,0.3365781139791681,113.5846880581979,2.0,0.166666666,0.555555555,0.277777777,0.066666666,0.2,0.0,0.0,0.46296296,0.37037037,0.16666667,0.12962963,0.57407407,0.2962963,21626.0,665052.0,"Conine, Griffin",2024.0,73.2,19.2,32.9,48.2,51.8,27.0,56.0,50.9,170.0,84.0,7.5,45.0,163.0,103.0,334.0,80.8,23.0,120.0,49.1,164.0,44.0,147.0,28.4,52.7,59.6
Jeremy Pena,HOU,157,650,602,160,115,28,2,15,78,70,25,1,111,14,6,3,15,20,6,0.26578073,0.038461538,0.17076923,0.225225225,0.307573415,0.393687707,0.701261122,0.127906977,0.300829875,73.35626578424237,-2.679480775258332,0.3050573243998891,99.91940129350424,1.57051282,0.191532258,0.493951612,0.314516129,0.096153846,0.096153846,0.126530612,0.0,0.42,0.376,0.204,0.186,0.548,0.266,21636.0,665161.0,"Peña, Jeremy",2024.0,72.9,11.4,36.9,49.4,49.7,215.0,435.0,51.9,1180.0,81.3,7.3,284.0,1221.0,570.0,2272.0,87.3,91.0,796.0,48.1,1092.0,41.5,943.0,24.9,54.2,67.6
Luis De Los Santos,TOR,12,31,29,5,3,2,0,0,2,1,2,0,10,0,0,0,2,0,0,0.172413793,0.064516129,0.322580645,0.2,0.225806451,0.24137931,0.467185761,0.068965517,0.263157894,1.1447223448698467,-2.4815978756601864,0.210718899003921,33.362663040756566,2.5,0.263157894,0.526315789,0.210526315,0.0,0.0,0.1,0.0,0.36842105,0.26315789,0.36842105,0.26315789,0.47368421,0.26315789,21682.0,665782.0,"De Los Santos, Luis",2024.0,55.9,15.2,32.3,45.0,55.0,9.0,20.0,51.2,62.0,75.0,6.6,16.0,56.0,37.0,121.0,84.8,5.0,33.0,48.8,59.0,43.8,53.0,26.4,43.8,64.5
Miguel Amaya,CHC,108,363,328,76,53,13,2,8,32,47,23,0,62,4,3,5,5,0,0,0.231707317,0.063360881,0.170798898,0.370967741,0.287709497,0.356707317,0.644416814,0.125,0.260536398,34.54836137259459,-7.914678629095797,0.2830892371731763,82.75058003228885,1.195876288,0.202247191,0.434456928,0.36329588,0.113402061,0.082474226,0.051724137,0.142857142,0.36861314,0.32846715,0.30291971,0.16423358,0.54014599,0.29562044,21693.0,665804.0,"Amaya, Miguel",2024.0,74.2,13.9,33.6,41.7,57.4,90.0,216.0,49.8,643.0,85.6,7.0,165.0,705.0,309.0,1291.0,85.9,67.0,481.0,50.2,648.0,41.4,534.0,22.5,54.0,66.4
Oneil Cruz,PIT,146,599,541,140,82,34,3,21,72,76,51,5,181,3,4,0,8,22,1,0.258780036,0.085141903,0.302170283,0.281767955,0.323873121,0.449168207,0.773041328,0.190388171,0.346938775,80.11566634367087,10.045801437300227,0.3310161504881952,109.87635802813168,1.414634146,0.184065934,0.478021978,0.337912087,0.105691056,0.170731707,0.022988505,0.0,0.42032967,0.32967033,0.25,0.11813187,0.46703297,0.41483516,21711.0,665833.0,"Cruz, Oneil",2024.0,63.0,24.0,31.7,51.6,48.1,208.0,403.0,53.4,1272.0,77.3,6.3,407.0,1093.0,745.0,2381.0,76.0,168.0,699.0,46.6,1109.0,42.9,1022.0,34.1,46.3,63.9
Enmanuel Valdez,BOS,72,223,201,43,25,12,0,6,23,28,17,0,53,0,4,1,4,1,1,0.213930348,0.076233183,0.237668161,0.320754716,0.27027027,0.363184079,0.633454349,0.149253731,0.253424657,19.81974585556461,-6.266364117925627,0.2752658123368615,71.62271034193111,0.708333333,0.185430463,0.337748344,0.476821192,0.138888888,0.083333333,0.078431372,0.0,0.45751634,0.32026144,0.22222222,0.16339869,0.52941176,0.30718954,21716.0,665839.0,"Valdez, Enmanuel",2024.0,60.5,15.0,28.6,35.8,63.5,49.0,137.0,52.1,479.0,63.5,6.9,176.0,470.0,209.0,919.0,85.0,40.0,266.0,47.9,440.0,41.7,383.0,22.1,43.9,62.3
Jose Fermin,STL,39,79,71,11,9,1,1,0,7,4,7,0,11,1,0,0,3,2,1,0.154929577,0.088607594,0.139240506,0.636363636,0.240506329,0.197183098,0.437689427,0.042253521,0.183333333,2.6572777132314305,-6.583989945538654,0.2066311089298393,30.211283355308865,2.25,0.118644067,0.610169491,0.27118644,0.3125,0.0,0.027777777,1.0,0.5,0.31666667,0.18333333,0.15,0.61666667,0.23333333,21746.0,665877.0,"Fermín, José",2024.0,55.2,7.0,21.7,22.6,77.4,7.0,31.0,44.1,143.0,69.2,8.0,50.0,181.0,78.0,324.0,92.0,7.0,100.0,55.9,181.0,46.9,152.0,10.7,40.4,58.2
Esteury Ruiz,OAK,28,65,55,11,6,2,1,2,10,8,4,0,20,2,2,2,1,5,4,0.2,0.061538461,0.307692307,0.2,0.269841269,0.381818181,0.65165945,0.181818181,0.257142857,6.062258725625301,-1.541315930324768,0.2807173596488105,85.22321171336465,0.666666666,0.189189189,0.324324324,0.486486486,0.222222222,0.111111111,0.083333333,0.0,0.30769231,0.51282051,0.17948718,0.17948718,0.51282051,0.30769231,21780.0,665923.0,"Ruiz, Esteury",2024.0,67.2,14.6,33.1,61.0,39.0,25.0,41.0,50.4,124.0,90.9,4.5,21.0,143.0,55.0,246.0,84.1,12.0,82.0,49.6,122.0,46.7,115.0,30.1,50.0,63.1
Andres Chaparro,WSN,33,132,121,26,10,12,0,4,12,15,7,0,24,4,0,0,3,1,1,0.214876033,0.053030303,0.181818181,0.291666666,0.28030303,0.41322314,0.69352617,0.198347107,0.236559139,14.499381023697945,-0.9417244314621982,0.301315063328454,92.8360276661774,0.787234042,0.134020618,0.381443298,0.484536082,0.127659574,0.085106382,0.027027027,0.0,0.42268041,0.36082474,0.21649485,0.18556701,0.49484536,0.31958763,21797.0,665953.0,"Chaparro, Andrés",2024.0,77.1,14.4,32.0,48.3,50.6,42.0,87.0,51.8,272.0,78.0,7.8,79.0,263.0,142.0,525.0,85.6,28.0,195.0,48.2,253.0,41.1,216.0,24.8,53.7,69.7
Jonathan Aranda,TBR,44,143,128,30,17,7,0,6,22,14,12,0,32,2,1,0,2,0,0,0.234375,0.083916083,0.223776223,0.375,0.307692307,0.4296875,0.737379807,0.1953125,0.263736263,17.872552462871358,1.1446882197812072,0.3201246457500057,113.02304384263526,1.44117647,0.144329896,0.505154639,0.350515463,0.058823529,0.176470588,0.061224489,0.0,0.51546392,0.28865979,0.19587629,0.11340206,0.41237113,0.4742268,21837.0,666018.0,"Aranda, Jonathan",2024.0,63.9,16.4,25.6,36.6,63.4,26.0,71.0,48.3,277.0,83.7,8.6,91.0,336.0,110.0,573.0,83.6,31.0,189.0,51.7,296.0,43.8,251.0,21.9,45.4,71.3
Freddy Fermin,KCR,102,368,339,92,72,14,0,6,40,36,23,1,66,2,3,1,10,2,0,0.27138643,0.0625,0.179347826,0.348484848,0.318801089,0.36578171,0.684582799,0.09439528,0.318518518,40.14982124379336,-2.8981091160470283,0.3003943813303129,90.6255634606581,1.578313253,0.201492537,0.48880597,0.309701492,0.180722891,0.072289156,0.053435114,0.555555555,0.4801444,0.31407942,0.20577617,0.14440433,0.59927798,0.25631769,21840.0,666023.0,"Fermin, Freddy",2024.0,72.4,12.9,30.8,45.4,54.2,103.0,227.0,51.5,738.0,85.0,7.0,159.0,851.0,328.0,1434.0,87.1,65.0,504.0,48.5,696.0,41.4,593.0,23.0,51.0,65.5
Will Benson,CIN,124,388,343,64,29,19,2,14,41,43,40,0,154,2,2,1,3,16,7,0.186588921,0.103092783,0.396907216,0.259740259,0.273901808,0.376093294,0.649995102,0.189504373,0.282485875,37.51561075046549,-7.871881041974934,0.2849717613030466,74.99757990681644,0.821428571,0.194736842,0.363157894,0.442105263,0.047619047,0.166666666,0.0,0.0,0.5,0.31770833,0.18229167,0.11458333,0.546875,0.33854167,21853.0,666181.0,"Benson, Will",2024.0,71.2,31.6,22.0,65.1,33.7,114.0,175.0,48.0,795.0,88.3,7.2,246.0,914.0,381.0,1656.0,68.4,194.0,614.0,52.0,862.0,41.9,694.0,39.0,47.6,60.6
Bo Naylor,CLE,118,389,354,71,46,10,2,13,39,39,29,1,122,2,2,2,3,6,3,0.200564971,0.074550128,0.313624678,0.237704918,0.263565891,0.350282485,0.613848376,0.149717514,0.262443438,32.47376707261082,-13.030702791459593,0.2685594781075117,73.94421485094172,0.738738738,0.175213675,0.35042735,0.474358974,0.126126126,0.117117117,0.073170731,0.0,0.43644068,0.3559322,0.20762712,0.1779661,0.54237288,0.27966102,21865.0,666310.0,"Naylor, Bo",2024.0,65.7,21.3,27.2,45.6,53.9,99.0,217.0,49.0,797.0,79.0,7.6,267.0,857.0,409.0,1624.0,78.7,116.0,544.0,51.0,828.0,44.2,719.0,28.3,46.9,61.6
Jerar Encarnacion,SFG,34,119,113,28,18,5,0,5,13,19,5,0,34,0,1,0,0,1,0,0.24778761,0.042016806,0.285714285,0.147058823,0.277310924,0.424778761,0.702089685,0.176991151,0.306666666,13.055507662589712,-0.8648828613804163,0.301149013162661,94.32750622116366,1.772727272,0.2375,0.4875,0.275,0.045454545,0.227272727,0.051282051,0.0,0.35,0.35,0.3,0.0625,0.5,0.4375,21871.0,666464.0,"Encarnacion, Jerar",2024.0,60.7,18.6,34.8,48.1,51.9,39.0,81.0,47.6,233.0,81.8,6.7,53.0,261.0,126.0,490.0,81.4,29.0,156.0,52.4,257.0,45.5,223.0,28.7,48.4,72.3
Christopher Morel,2 Tms,152,611,535,105,70,11,3,21,56,60,61,3,159,10,5,0,15,8,7,0.196261682,0.099836333,0.260229132,0.383647798,0.288052373,0.345794392,0.633846765,0.14953271,0.233333333,56.8411842593753,-14.632417506555354,0.280430454368654,81.89017896529853,1.130718954,0.144356955,0.454068241,0.401574803,0.176470588,0.137254901,0.075144508,0.0,0.46456693,0.3648294,0.17060367,0.18635171,0.47769029,0.33595801,21897.0,666624.0,"Morel, Christopher",2024.0,68.8,27.3,26.2,51.1,48.9,161.0,315.0,51.1,1203.0,81.7,7.4,234.0,1282.0,625.0,2352.0,72.7,216.0,790.0,48.9,1149.0,44.1,1037.0,34.1,47.0,64.6
Dane Myers,MIA,42,108,95,25,15,6,1,3,17,19,8,0,36,3,2,0,0,4,1,0.263157894,0.074074074,0.333333333,0.222222222,0.333333333,0.442105263,0.775438596,0.178947369,0.379310344,14.778876735338748,2.145244999298631,0.3348583391419164,112.42716170878496,1.173913043,0.180327868,0.44262295,0.37704918,0.0,0.130434782,0.037037037,0.0,0.26229508,0.45901639,0.27868852,0.14754098,0.49180328,0.36065574,22054.0,667472.0,"Myers, Dane",2024.0,60.1,24.6,26.2,41.5,58.5,22.0,53.0,47.5,202.0,75.0,6.6,49.0,248.0,102.0,425.0,73.9,33.0,134.0,52.5,223.0,45.2,192.0,29.4,44.0,57.4
Ryan Vilade,DET,16,49,45,8,7,0,0,1,5,5,2,0,12,0,1,1,2,0,0,0.177777777,0.040816326,0.244897959,0.166666666,0.208333333,0.244444444,0.452777777,0.066666667,0.212121212,1.3865408645420272,-4.345384645328025,0.1999968228240808,25.663288225188868,2.111111111,0.176470588,0.558823529,0.264705882,0.0,0.111111111,0.0,0.0,0.28571429,0.42857143,0.28571429,0.14285714,0.54285714,0.31428571,22165.0,668723.0,"Vilade, Ryan",2024.0,73.0,21.9,35.2,29.0,71.0,9.0,31.0,46.8,88.0,82.4,9.0,16.0,119.0,37.0,188.0,78.1,16.0,73.0,53.2,100.0,42.6,80.0,24.0,55.3,67.3
Akil Baddoo,DET,29,82,73,10,4,2,2,2,7,5,8,0,27,0,1,0,0,1,0,0.136986301,0.097560975,0.329268292,0.296296296,0.219512195,0.301369863,0.520882058,0.164383562,0.177777777,4.274598928936405,-5.317602944723682,0.229607550109305,46.49207849798147,0.695652173,0.170212765,0.340425531,0.489361702,0.173913043,0.086956521,0.0625,0.0,0.5106383,0.40425532,0.08510638,0.19148936,0.46808511,0.34042553,22168.0,668731.0,"Baddoo, Akil",2024.0,65.6,24.8,30.4,56.3,43.8,27.0,48.0,49.7,158.0,85.7,6.6,77.0,154.0,72.0,318.0,73.3,26.0,105.0,50.3,160.0,45.0,143.0,34.6,48.1,62.2
Mark Vientos,NYM,110,454,413,110,61,22,0,27,58,71,33,0,135,3,5,0,6,0,0,0.266343825,0.072687224,0.297356828,0.244444444,0.321585903,0.515738498,0.837324401,0.249394673,0.32421875,69.85096623373086,16.74292171371037,0.3559990261357261,132.7919615421706,1.225490196,0.197879858,0.441696113,0.360424028,0.098039215,0.264705882,0.088,0.0,0.41696113,0.38162544,0.20141343,0.18021201,0.45583039,0.3639576,22184.0,668901.0,"Vientos, Mark",2024.0,68.5,25.0,32.3,53.1,46.9,155.0,292.0,51.4,903.0,77.5,7.3,215.0,823.0,556.0,1756.0,75.0,146.0,584.0,48.6,853.0,41.9,736.0,34.4,49.9,64.8
Brice Turang,MIL,154,619,559,142,107,24,4,7,72,57,50,1,105,2,3,5,8,50,6,0.254025044,0.080775444,0.169628432,0.476190476,0.315960912,0.348837209,0.664798121,0.094812165,0.3,64.46465855729862,-7.944767781672045,0.2942323857769491,87.33301823787872,2.008620689,0.213963963,0.524774774,0.261261261,0.086206896,0.060344827,0.042918454,0.388888888,0.26406926,0.39393939,0.34199134,0.15367965,0.58658009,0.25974026,22186.0,668930.0,"Turang, Brice",2024.0,64.4,9.2,28.4,25.7,72.5,84.0,327.0,46.5,1150.0,75.9,8.9,354.0,1451.0,548.0,2470.0,88.4,78.0,851.0,53.5,1321.0,42.7,1056.0,13.8,47.7,62.6
MJ Melendez,KCR,134,451,412,85,42,23,3,17,44,44,35,1,113,3,0,0,3,4,4,0.206310679,0.077605321,0.250554323,0.309734513,0.273333333,0.400485436,0.673818769,0.194174757,0.241134751,46.1422864883461,-6.614823816784381,0.291956000843133,84.68983430019267,1.024390243,0.16722408,0.421404682,0.411371237,0.105691056,0.138211382,0.055555555,0.0,0.46488294,0.31438127,0.22073579,0.14381271,0.51170569,0.34448161,22197.0,669004.0,"Melendez Jr., MJ",2024.0,77.8,24.1,28.4,43.7,56.3,117.0,268.0,51.2,945.0,86.1,7.4,305.0,1045.0,402.0,1845.0,75.7,169.0,700.0,48.8,900.0,43.4,801.0,29.5,52.5,63.3
